web-scraper-order,web-scraper-start-url,chord_root,chord_root-href,chord_name,chord_name-href,variations
"1692050525-582","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7


View F7

chord chart","https://www.guitartricks.com/chords/F-chord/_7","<h3 class=""font-dinish text-24"">F7 Variation 3</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050525-583","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7


View F7

chord chart","https://www.guitartricks.com/chords/F-chord/_7","<h3 class=""font-dinish text-24"">F7 Variation 4</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050525-584","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7


View F7

chord chart","https://www.guitartricks.com/chords/F-chord/_7","<h3 class=""font-dinish text-24"">F7 Variation 5</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-1 chord-click"">4</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">2</div></div></div>"
"1692050528-585","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b5sharp9


View F7b5sharp9

chord chart","https://www.guitartricks.com/chords/F-chord/_7b5sharp9","<h3 class=""font-dinish text-24"">F7b5sharp9 Variation 1</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-1 chord-click"">2</div><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">4</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050528-586","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b5sharp9


View F7b5sharp9

chord chart","https://www.guitartricks.com/chords/F-chord/_7b5sharp9","<h3 class=""font-dinish text-24"">F7b5sharp9 Variation 2</h3><div class=""frets""><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div><div class=""fret"">16</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">4</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div></div></div>"
"1692050528-587","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b5sharp9


View F7b5sharp9

chord chart","https://www.guitartricks.com/chords/F-chord/_7b5sharp9","<h3 class=""font-dinish text-24"">F7b5sharp9 Variation 3</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050528-588","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b5sharp9


View F7b5sharp9

chord chart","https://www.guitartricks.com/chords/F-chord/_7b5sharp9","<h3 class=""font-dinish text-24"">F7b5sharp9 Variation 4</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050528-589","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b5sharp9


View F7b5sharp9

chord chart","https://www.guitartricks.com/chords/F-chord/_7b5sharp9","<h3 class=""font-dinish text-24"">F7b5sharp9 Variation 5</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050531-590","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus4


View Fsus4

chord chart","https://www.guitartricks.com/chords/F-chord/sus4","<h3 class=""font-dinish text-24"">Fsus4 Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-3 chord-string-4 chord-click"">4</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050531-591","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus4


View Fsus4

chord chart","https://www.guitartricks.com/chords/F-chord/sus4","<h3 class=""font-dinish text-24"">Fsus4 Variation 2</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">3</div><div class=""chord-fret-4 chord-string-3 chord-click"">4</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div></div></div>"
"1692050531-592","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus4


View Fsus4

chord chart","https://www.guitartricks.com/chords/F-chord/sus4","<h3 class=""font-dinish text-24"">Fsus4 Variation 3</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">2</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-4 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050531-593","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus4


View Fsus4

chord chart","https://www.guitartricks.com/chords/F-chord/sus4","<h3 class=""font-dinish text-24"">Fsus4 Variation 4</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-3 chord-string-4 chord-click"">2</div><div class=""chord-fret-4 chord-string-5 chord-click"">3</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692050531-594","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fsus4


View Fsus4

chord chart","https://www.guitartricks.com/chords/F-chord/sus4","<h3 class=""font-dinish text-24"">Fsus4 Variation 5</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692050534-595","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim7


View Fdim7

chord chart","https://www.guitartricks.com/chords/F-chord/dim7","<h3 class=""font-dinish text-24"">Fdim7 Variation 1</h3><div class=""frets""><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">2</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692050534-596","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim7


View Fdim7

chord chart","https://www.guitartricks.com/chords/F-chord/dim7","<h3 class=""font-dinish text-24"">Fdim7 Variation 2</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050534-597","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fdim7


View Fdim7

chord chart","https://www.guitartricks.com/chords/F-chord/dim7","<h3 class=""font-dinish text-24"">Fdim7 Variation 3</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692050537-598","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmin7


View Fmin7

chord chart","https://www.guitartricks.com/chords/F-chord/min7","<h3 class=""font-dinish text-24"">Fmin7 Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050537-599","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmin7


View Fmin7

chord chart","https://www.guitartricks.com/chords/F-chord/min7","<h3 class=""font-dinish text-24"">Fmin7 Variation 2</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">3</div><div class=""chord-fret-2 chord-string-3 chord-click"">1</div><div class=""chord-fret-4 chord-string-4 chord-click"">4</div><div class=""chord-fret-2 chord-string-5 chord-click"">1</div></div></div>"
"1692050537-600","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmin7


View Fmin7

chord chart","https://www.guitartricks.com/chords/F-chord/min7","<h3 class=""font-dinish text-24"">Fmin7 Variation 3</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050537-601","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmin7


View Fmin7

chord chart","https://www.guitartricks.com/chords/F-chord/min7","<h3 class=""font-dinish text-24"">Fmin7 Variation 4</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-3 chord-string-4 chord-click"">4</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050537-602","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmin7


View Fmin7

chord chart","https://www.guitartricks.com/chords/F-chord/min7","<h3 class=""font-dinish text-24"">Fmin7 Variation 5</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">0</div><div class=""chord-fret-6 chord-string-3 chord-click"">3</div><div class=""chord-fret-5 chord-string-4 chord-click"">2</div><div class=""chord-fret-4 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">0</div></div></div>"
"1692050540-603","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmaj7


View Fmaj7

chord chart","https://www.guitartricks.com/chords/F-chord/maj7","<h3 class=""font-dinish text-24"">Fmaj7 Variation 1</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">0</div></div><div class=""chords-grid""><div class=""chord-fret--8 chord-string-1 chord-click"">1</div><div class=""chord-fret--6 chord-string-3 chord-click"">4</div><div class=""chord-fret--7 chord-string-4 chord-click"">3</div><div class=""chord-fret--8 chord-string-5 chord-click"">2</div></div></div>"
"1692050540-604","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmaj7


View Fmaj7

chord chart","https://www.guitartricks.com/chords/F-chord/maj7","<h3 class=""font-dinish text-24"">Fmaj7 Variation 2</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-4 chord-string-2 chord-click"">4</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050540-605","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmaj7


View Fmaj7

chord chart","https://www.guitartricks.com/chords/F-chord/maj7","<h3 class=""font-dinish text-24"">Fmaj7 Variation 3</h3><div class=""frets""><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050540-606","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmaj7


View Fmaj7

chord chart","https://www.guitartricks.com/chords/F-chord/maj7","<h3 class=""font-dinish text-24"">Fmaj7 Variation 4</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">3</div></div></div>"
"1692050540-607","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","Fmaj7


View Fmaj7

chord chart","https://www.guitartricks.com/chords/F-chord/maj7","<h3 class=""font-dinish text-24"">Fmaj7 Variation 5</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">4</div><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050543-608","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b9b13


View F7b9b13

chord chart","https://www.guitartricks.com/chords/F-chord/_7b9b13","<h3 class=""font-dinish text-24"">F7b9b13 Variation 1</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-2 chord-string-6 chord-click"">2</div></div></div>"
"1692050543-609","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b9b13


View F7b9b13

chord chart","https://www.guitartricks.com/chords/F-chord/_7b9b13","<h3 class=""font-dinish text-24"">F7b9b13 Variation 2</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">2</div></div></div>"
"1692050543-610","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b9b13


View F7b9b13

chord chart","https://www.guitartricks.com/chords/F-chord/_7b9b13","<h3 class=""font-dinish text-24"">F7b9b13 Variation 3</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050543-611","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b9b13


View F7b9b13

chord chart","https://www.guitartricks.com/chords/F-chord/_7b9b13","<h3 class=""font-dinish text-24"">F7b9b13 Variation 4</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">0</div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-1 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-6 chord-click"">4</div></div></div>"
"1692050543-612","https://www.guitartricks.com/chords","F
F chord","https://www.guitartricks.com/chords/F-chord","F7b9b13


View F7b9b13

chord chart","https://www.guitartricks.com/chords/F-chord/_7b9b13","<h3 class=""font-dinish text-24"">F7b9b13 Variation 5</h3><div class=""frets""><div class=""fret"">1</div><div class=""fret"">2</div><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell"">0</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-2 chord-string-5 chord-click"">2</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
